id	round	user	decision	Market	result	Use of expert	Expert's guess	information_consulted	Key	Gender (1=f/0=m)	experiment	Mean 5 days	Mean all previous days	Age range
3376	1	49	-1	1	-1	1	1	5	010111--	0	2I	0	0	re2
3377	2	49	-1	-1	1	0	1	3	001011--	0	2I	0	0	re2
3378	3	49	-1	-1	1	0	-1	3	001001--	0	2I	0	0	re2
3379	4	49	1	1	1	1	1	6	111111--	0	2I	0	0	re2
3380	5	49	-1	1	-1	1	-1	7	010101--	0	2I	0	0	re2
3381	6	49	1	-1	-1	1	1	7	100111--	0	2I	0	0	re2
3382	7	49	1	1	1	0	1	3	111011--	0	2I	0	0	re2
3383	8	49	-1	1	-1	0	1	3	010011--	0	2I	0	0	re2
3384	9	49	-1	1	-1	0	1	3	010011--	0	2I	0	0	re2
3385	10	49	1	1	1	1	-1	6	111101--	0	2I	0	0	re2
3386	11	49	1	1	1	0	1	3	111011--	0	2I	0	0	re2
3387	12	49	1	-1	-1	0	-1	3	100001--	0	2I	0	0	re2
3388	13	49	-1	1	-1	0	1	3	010011--	0	2I	0	0	re2
3389	14	49	-1	-1	1	1	-1	7	001101--	0	2I	0	0	re2
3390	15	49	-1	1	-1	0	1	4	010011--	0	2I	0	0	re2
3391	16	49	-1	-1	1	0	-1	3	001001--	0	2I	0	0	re2
3392	17	49	1	1	1	0	-1	2	111000--	0	2I	0	0	re2
3393	18	49	-1	-1	1	0	-1	4	001001--	0	2I	0	0	re2
3394	19	49	1	1	1	0	-1	4	111001--	0	2I	0	0	re2
3395	20	49	1	1	1	1	-1	7	111101--	0	2I	0	0	re2
3396	21	49	-1	1	-1	1	-1	7	010101--	0	2I	0	0	re2
3397	22	49	1	1	1	1	-1	7	111101--	0	2I	0	0	re2
3398	23	49	-1	1	-1	1	-1	7	010101--	0	2I	0	0	re2
3399	24	49	-1	-1	1	1	-1	7	001101-1	0	2I	0	1	re2
3400	25	49	1	1	1	1	1	7	111111-1	0	2I	0	1	re2
3401	1	49	1	1	1	0	-1	2	111000--	0	3I	0	0	re2
3402	2	49	1	-1	-1	0	1	2	100010--	0	3I	0	0	re2
3403	3	49	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
3404	4	49	-1	1	-1	0	1	2	010010--	0	3I	0	0	re2
3405	5	49	-1	-1	1	0	1	2	001010--	0	3I	0	0	re2
3406	6	49	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
3407	7	49	-1	1	-1	0	1	2	010010--	0	3I	0	0	re2
3408	8	49	-1	1	-1	0	-1	2	010000--	0	3I	0	0	re2
3409	9	49	1	1	1	0	1	2	111010--	0	3I	0	0	re2
3410	10	49	1	1	1	0	-1	2	111000--	0	3I	0	0	re2
3411	11	49	1	-1	-1	0	1	2	100010--	0	3I	0	0	re2
3412	12	49	-1	-1	1	0	1	2	001010--	0	3I	0	0	re2
3413	13	49	-1	1	-1	0	-1	2	010000--	0	3I	0	0	re2
3414	14	49	1	1	1	0	1	2	111010--	0	3I	0	0	re2
3415	15	49	-1	1	-1	0	1	2	010010--	0	3I	0	0	re2
3416	16	49	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
3417	17	49	1	1	1	0	-1	2	111000--	0	3I	0	0	re2
3418	18	49	1	1	1	0	-1	2	111000--	0	3I	0	0	re2
3419	19	49	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
3420	20	49	1	1	1	0	1	2	111010--	0	3I	0	0	re2
3421	21	49	1	1	1	0	-1	2	111000--	0	3I	0	0	re2
3422	22	49	-1	1	-1	0	1	2	010010--	0	3I	0	0	re2
3423	23	49	1	-1	-1	0	1	2	100010--	0	3I	0	0	re2
3424	24	49	1	1	1	1	1	2	111110--	0	3I	0	0	re2
3425	25	49	1	1	1	1	1	2	111110--	0	3I	0	0	re2
3451	1	50	-1	1	-1	0	-1	3	010001--	0	1C	0	0	re1
3452	2	50	1	-1	-1	1	1	7	100111--	0	1C	0	0	re1
3453	3	50	1	-1	-1	1	-1	6	100101--	0	1C	0	0	re1
3454	4	50	-1	1	-1	0	1	1	010010--	0	1C	0	0	re1
3455	5	50	1	-1	-1	0	1	3	100011--	0	1C	0	0	re1
3456	6	50	-1	-1	1	1	-1	6	001101--	0	1C	0	0	re1
3457	7	50	1	1	1	1	1	5	111111--	0	1C	0	0	re1
3458	8	50	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re1
3459	9	50	1	1	1	1	1	4	111111--	0	1C	0	0	re1
3460	10	50	1	1	1	1	-1	6	111101--	0	1C	0	0	re1
3461	11	50	1	-1	-1	0	1	4	100011--	0	1C	0	0	re1
3462	12	50	-1	-1	1	1	1	6	001111--	0	1C	0	0	re1
3463	13	50	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re1
3464	14	50	-1	1	-1	1	1	7	010111--	0	1C	0	0	re1
3465	15	50	1	1	1	1	1	7	111111--	0	1C	0	0	re1
3466	16	50	1	-1	-1	1	-1	7	100101--	0	1C	0	0	re1
3467	17	50	1	1	1	1	-1	6	111101--	0	1C	0	0	re1
3468	18	50	1	1	1	1	-1	6	111101--	0	1C	0	0	re1
3469	19	50	1	-1	-1	1	-1	7	100101--	0	1C	0	0	re1
3470	20	50	1	1	1	1	1	5	111111--	0	1C	0	0	re1
3471	21	50	1	1	1	0	-1	1	111000--	0	1C	0	0	re1
3472	22	50	-1	1	-1	0	1	1	010010--	0	1C	0	0	re1
3473	23	50	1	-1	-1	0	1	1	100010--	0	1C	0	0	re1
3474	24	50	1	1	1	0	1	1	111010--	0	1C	0	0	re1
3475	25	50	1	1	1	0	1	1	111010--	0	1C	0	0	re1
3476	1	50	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re1
3477	2	50	1	-1	-1	0	1	1	100010--	0	2C	0	0	re1
3478	3	50	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re1
3479	4	50	-1	-1	1	0	1	1	001010--	0	2C	0	0	re1
3480	5	50	-1	1	-1	0	1	1	010010--	0	2C	0	0	re1
3481	6	50	-1	1	-1	0	1	1	010010--	0	2C	0	0	re1
3482	7	50	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re1
3483	8	50	1	1	1	0	1	1	111010--	0	2C	0	0	re1
3484	9	50	1	1	1	0	1	1	111010--	0	2C	0	0	re1
3485	10	50	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re1
3486	11	50	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re1
3487	12	50	-1	-1	1	0	1	1	001010--	0	2C	0	0	re1
3488	13	50	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re1
3489	14	50	-1	-1	1	0	1	1	001010--	0	2C	0	0	re1
3490	15	50	-1	-1	1	0	-1	1	0010000-	0	2C	-1	0	re1
3491	16	50	-1	1	-1	0	1	1	0100100-	0	2C	-1	0	re1
3492	17	50	1	1	1	0	1	1	111010--	0	2C	0	0	re1
3493	18	50	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re1
3494	19	50	-1	-1	1	0	1	1	00101000	0	2C	-1	-1	re1
3495	20	50	1	-1	-1	0	-1	1	10000000	0	2C	-1	-1	re1
3496	21	50	1	1	1	0	1	1	111010-0	0	2C	0	-1	re1
3497	22	50	1	1	1	0	-1	1	111000-0	0	2C	0	-1	re1
3498	23	50	-1	-1	1	0	1	1	001010-0	0	2C	0	-1	re1
3499	24	50	1	-1	-1	0	-1	1	100000-0	0	2C	0	-1	re1
3500	25	50	-1	-1	1	0	-1	1	001000-0	0	2C	0	-1	re1
3501	1	50	-1	1	-1	0	-1	1	010000--	0	3C	0	0	re1
3502	2	50	1	-1	-1	1	-1	2	100100--	0	3C	0	0	re1
3503	3	50	1	-1	-1	0	1	1	100010--	0	3C	0	0	re1
3504	4	50	1	1	1	0	1	2	111010--	0	3C	0	0	re1
3505	5	50	1	1	1	0	1	1	111010--	0	3C	0	0	re1
3506	6	50	-1	1	-1	0	1	1	010010--	0	3C	0	0	re1
3507	7	50	-1	-1	1	0	1	1	001010--	0	3C	0	0	re1
3508	8	50	-1	-1	1	0	1	1	001010--	0	3C	0	0	re1
3509	9	50	1	-1	-1	0	1	1	100010--	0	3C	0	0	re1
3510	10	50	-1	-1	1	0	1	1	001010--	0	3C	0	0	re1
3511	11	50	-1	-1	1	0	-1	1	001000--	0	3C	0	0	re1
3512	12	50	-1	1	-1	0	-1	1	01000000	0	3C	-1	-1	re1
3513	13	50	1	1	1	0	-1	1	111000--	0	3C	0	0	re1
3514	14	50	1	1	1	0	1	1	111010--	0	3C	0	0	re1
3515	15	50	-1	1	-1	0	-1	1	010000--	0	3C	0	0	re1
3516	16	50	1	-1	-1	0	1	1	100010--	0	3C	0	0	re1
3517	17	50	1	-1	-1	0	1	1	100010--	0	3C	0	0	re1
3518	18	50	-1	-1	1	0	-1	1	001000--	0	3C	0	0	re1
3519	19	50	-1	1	-1	0	-1	1	010000-0	0	3C	0	-1	re1
3520	20	50	1	-1	-1	0	1	1	100010--	0	3C	0	0	re1
3521	21	50	-1	1	-1	0	-1	1	010000--	0	3C	0	0	re1
3522	22	50	1	1	1	0	1	1	111010--	0	3C	0	0	re1
3523	23	50	1	1	1	0	-1	1	111000--	0	3C	0	0	re1
3524	24	50	1	1	1	0	1	1	111010--	0	3C	0	0	re1
3525	25	50	1	1	1	0	1	1	111010--	0	3C	0	0	re1
3551	1	51	-1	1	-1	1	1	7	010111--	1	1C	0	0	re1
3552	2	51	1	-1	-1	0	-1	3	100001--	1	1C	0	0	re1
3553	3	51	-1	1	-1	1	-1	7	010101--	1	1C	0	0	re1
3554	4	51	1	-1	-1	0	-1	3	100001--	1	1C	0	0	re1
3555	5	51	-1	-1	1	1	-1	7	001101--	1	1C	0	0	re1
3556	6	51	1	1	1	1	-1	7	111101--	1	1C	0	0	re1
3557	7	51	-1	1	-1	0	-1	1	010000--	1	1C	0	0	re1
3558	8	51	1	1	1	0	1	3	111011--	1	1C	0	0	re1
3559	9	51	1	1	1	0	1	1	111010--	1	1C	0	0	re1
3560	10	51	-1	1	-1	0	1	3	010011--	1	1C	0	0	re1
3561	11	51	1	-1	-1	1	-1	5	10010111	1	1C	1	1	re1
3562	12	51	-1	1	-1	0	1	1	010010-1	1	1C	0	1	re1
3563	13	51	-1	-1	1	0	-1	1	001000-1	1	1C	0	1	re1
3564	14	51	-1	-1	1	0	1	1	001010-1	1	1C	0	1	re1
3565	15	51	1	-1	-1	0	1	1	100010-1	1	1C	0	1	re1
3566	16	51	1	-1	-1	0	1	1	100010--	1	1C	0	0	re1
3567	17	51	-1	-1	1	0	-1	1	001000--	1	1C	0	0	re1
3568	18	51	1	1	1	0	-1	3	111001--	1	1C	0	0	re1
3569	19	51	-1	1	-1	0	1	3	010011-1	1	1C	0	1	re1
3570	20	51	-1	1	-1	0	1	3	010011-1	1	1C	0	1	re1
3571	21	51	1	-1	-1	0	-1	3	100001-1	1	1C	0	1	re1
3572	22	51	1	1	1	1	-1	7	111101-1	1	1C	0	1	re1
3573	23	51	1	1	1	0	1	1	111010-1	1	1C	0	1	re1
3574	24	51	1	1	1	1	1	6	111111-1	1	1C	0	1	re1
3575	25	51	1	1	1	0	-1	4	111001-1	1	1C	0	1	re1
3576	1	51	-1	1	-1	0	1	1	010010--	1	2C	0	0	re1
3577	2	51	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re1
3578	3	51	1	1	1	0	1	1	111010--	1	2C	0	0	re1
3579	4	51	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re1
3580	5	51	1	-1	-1	0	1	1	100010--	1	2C	0	0	re1
3581	6	51	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re1
3582	7	51	-1	-1	1	0	1	1	001010--	1	2C	0	0	re1
3583	8	51	-1	-1	1	0	1	1	001010--	1	2C	0	0	re1
3584	9	51	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re1
3585	10	51	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re1
3586	11	51	1	-1	-1	0	-1	1	1000001-	1	2C	1	0	re1
3587	12	51	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re1
3588	13	51	1	1	1	0	-1	1	111000--	1	2C	0	0	re1
3589	14	51	1	1	1	0	-1	1	111000--	1	2C	0	0	re1
3590	15	51	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re1
3591	16	51	1	1	1	0	1	1	111010--	1	2C	0	0	re1
3592	17	51	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re1
3593	18	51	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re1
3594	19	51	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re1
3595	20	51	1	-1	-1	0	1	1	10001000	1	2C	-1	-1	re1
3596	21	51	1	-1	-1	0	-1	1	10000000	1	2C	-1	-1	re1
3597	22	51	1	1	1	0	-1	1	11100000	1	2C	-1	-1	re1
3598	23	51	1	1	1	0	-1	1	11100000	1	2C	-1	-1	re1
3599	24	51	1	-1	-1	0	-1	1	100000-0	1	2C	0	-1	re1
3600	25	51	-1	-1	1	0	1	1	001010-0	1	2C	0	-1	re1
3601	1	51	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re1
3602	2	51	1	1	1	0	-1	2	111000--	1	3I	0	0	re1
3603	3	51	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re1
3604	4	51	1	1	1	0	-1	2	111000--	1	3I	0	0	re1
3605	5	51	1	1	1	0	-1	2	111000--	1	3I	0	0	re1
3606	6	51	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re1
3607	7	51	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re1
3608	8	51	1	1	1	0	1	2	111010--	1	3I	0	0	re1
3609	9	51	1	1	1	0	1	1	111010-1	1	3I	0	1	re1
3610	10	51	-1	1	-1	1	1	2	010110-1	1	3I	0	1	re1
3611	11	51	-1	1	-1	0	1	1	010010-1	1	3I	0	1	re1
3612	12	51	-1	-1	1	0	-1	2	001000-1	1	3I	0	1	re1
3613	13	51	1	1	1	0	1	1	111010-1	1	3I	0	1	re1
3614	14	51	-1	-1	1	0	1	1	001010-1	1	3I	0	1	re1
3615	15	51	-1	1	-1	1	-1	2	010100-1	1	3I	0	1	re1
3616	16	51	1	-1	-1	0	1	2	100010-1	1	3I	0	1	re1
3617	17	51	1	-1	-1	0	1	1	100010-1	1	3I	0	1	re1
3618	18	51	1	1	1	0	1	1	111010-1	1	3I	0	1	re1
3619	19	51	1	1	1	0	1	1	111010-1	1	3I	0	1	re1
3620	20	51	-1	-1	1	0	1	1	001010-1	1	3I	0	1	re1
3621	21	51	-1	-1	1	0	-1	2	001000-1	1	3I	0	1	re1
3622	22	51	-1	1	-1	1	1	2	010110-1	1	3I	0	1	re1
3623	23	51	1	1	1	1	1	2	111110-1	1	3I	0	1	re1
3624	24	51	1	-1	-1	0	1	1	100010-1	1	3I	0	1	re1
3625	25	51	-1	-1	1	0	-1	2	001000-1	1	3I	0	1	re1
3626	1	52	1	1	1	1	1	5	111111--	0	1I	0	0	re2
3627	2	52	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re2
3628	3	52	1	1	1	1	1	2	111110--	0	1I	0	0	re2
3629	4	52	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re2
3630	5	52	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re2
3631	6	52	1	1	1	1	1	2	111110--	0	1I	0	0	re2
3632	7	52	1	1	1	1	1	2	111110--	0	1I	0	0	re2
3633	8	52	1	-1	-1	1	1	2	100110--	0	1I	0	0	re2
3634	9	52	1	-1	-1	1	1	2	100110--	0	1I	0	0	re2
3635	10	52	1	1	1	1	1	2	111110--	0	1I	0	0	re2
3636	11	52	1	-1	-1	1	1	2	100110--	0	1I	0	0	re2
3637	12	52	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re2
3638	13	52	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re2
3639	14	52	1	1	1	1	1	2	111110--	0	1I	0	0	re2
3640	15	52	-1	1	-1	1	-1	5	010101--	0	1I	0	0	re2
3641	16	52	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re2
3642	17	52	1	1	1	1	1	2	111110--	0	1I	0	0	re2
3643	18	52	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re2
3644	19	52	1	1	1	1	1	2	111110--	0	1I	0	0	re2
3645	20	52	1	-1	-1	1	1	2	100110--	0	1I	0	0	re2
3646	21	52	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re2
3647	22	52	-1	1	-1	1	-1	3	010101--	0	1I	0	0	re2
3648	23	52	1	1	1	1	1	3	111111--	0	1I	0	0	re2
3649	24	52	1	1	1	1	1	3	111111--	0	1I	0	0	re2
3650	25	52	1	1	1	1	1	3	111111--	0	1I	0	0	re2
3651	1	52	-1	1	-1	1	-1	5	010101--	0	2I	0	0	re2
3652	2	52	1	-1	-1	1	1	5	100111--	0	2I	0	0	re2
3653	3	52	1	1	1	1	1	3	111111--	0	2I	0	0	re2
3654	4	52	1	-1	-1	1	1	5	100111--	0	2I	0	0	re2
3655	5	52	-1	1	-1	1	-1	5	010101--	0	2I	0	0	re2
3656	6	52	1	1	1	1	-1	5	111101--	0	2I	0	0	re2
3657	7	52	-1	-1	1	1	1	7	001111--	0	2I	0	0	re2
3658	8	52	1	-1	-1	1	1	5	100111--	0	2I	0	0	re2
3659	9	52	1	-1	-1	1	1	7	100111--	0	2I	0	0	re2
3660	10	52	-1	1	-1	1	1	7	010111--	0	2I	0	0	re2
3661	11	52	1	1	1	0	-1	3	111001--	0	2I	0	0	re2
3662	12	52	1	1	1	0	1	1	111010--	0	2I	0	0	re2
3663	13	52	1	-1	-1	0	-1	5	100001--	0	2I	0	0	re2
3664	14	52	1	-1	-1	1	1	5	100111--	0	2I	0	0	re2
3665	15	52	1	1	1	1	-1	7	111101--	0	2I	0	0	re2
3666	16	52	1	1	1	1	1	7	111111--	0	2I	0	0	re2
3667	17	52	1	-1	-1	1	1	7	100111--	0	2I	0	0	re2
3668	18	52	1	-1	-1	1	1	6	100111--	0	2I	0	0	re2
3669	19	52	-1	1	-1	1	1	4	010111--	0	2I	0	0	re2
3670	20	52	1	-1	-1	1	1	6	100111--	0	2I	0	0	re2
3671	21	52	-1	-1	1	1	-1	6	001101--	0	2I	0	0	re2
3672	22	52	-1	1	-1	0	-1	3	010001--	0	2I	0	0	re2
3673	23	52	-1	1	-1	1	-1	5	010101--	0	2I	0	0	re2
3674	24	52	1	-1	-1	1	1	7	100111--	0	2I	0	0	re2
3675	25	52	1	-1	-1	0	-1	4	100001--	0	2I	0	0	re2
3676	1	52	1	1	1	0	-1	2	111000--	0	3C	0	0	re2
3677	2	52	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re2
3678	3	52	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re2
3679	4	52	1	1	1	0	1	2	111010--	0	3C	0	0	re2
3680	5	52	1	1	1	0	1	2	111010--	0	3C	0	0	re2
3681	6	52	1	1	1	0	-1	2	111000--	0	3C	0	0	re2
3682	7	52	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re2
3683	8	52	-1	1	-1	0	1	1	010010--	0	3C	0	0	re2
3684	9	52	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re2
3685	10	52	1	-1	-1	0	-1	1	100000--	0	3C	0	0	re2
3686	11	52	-1	-1	1	1	-1	2	001100--	0	3C	0	0	re2
3687	12	52	-1	1	-1	1	1	2	010110--	0	3C	0	0	re2
3688	13	52	1	1	1	0	-1	2	111000--	0	3C	0	0	re2
3689	14	52	1	-1	-1	0	1	2	100010--	0	3C	0	0	re2
3690	15	52	-1	-1	1	0	1	2	001010--	0	3C	0	0	re2
3691	16	52	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re2
3692	17	52	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re2
3693	18	52	1	-1	-1	0	-1	1	100000--	0	3C	0	0	re2
3694	19	52	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re2
3695	20	52	-1	1	-1	0	1	2	010010--	0	3C	0	0	re2
3696	21	52	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re2
3697	22	52	1	-1	-1	0	1	2	100010--	0	3C	0	0	re2
3698	23	52	1	-1	-1	0	1	2	100010--	0	3C	0	0	re2
3699	24	52	-1	1	-1	1	-1	2	010100--	0	3C	0	0	re2
3700	25	52	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re2
3726	1	53	1	1	1	1	1	3	111111--	0	1I	0	0	re1
3727	2	53	1	1	1	1	1	4	111111--	0	1I	0	0	re1
3728	3	53	1	1	1	1	-1	3	111101--	0	1I	0	0	re1
3729	4	53	1	1	1	1	1	4	111111--	0	1I	0	0	re1
3730	5	53	-1	-1	1	1	-1	4	001101--	0	1I	0	0	re1
3731	6	53	1	1	1	1	1	5	111111--	0	1I	0	0	re1
3732	7	53	-1	-1	1	1	-1	5	001101--	0	1I	0	0	re1
3733	8	53	1	1	1	1	1	4	111111--	0	1I	0	0	re1
3734	9	53	1	-1	-1	1	-1	4	100101--	0	1I	0	0	re1
3735	10	53	-1	1	-1	1	-1	4	010101--	0	1I	0	0	re1
3737	12	53	1	1	1	0	-1	2	111000--	0	1I	0	0	re1
3738	13	53	1	1	1	0	-1	3	111001--	0	1I	0	0	re1
3740	15	53	1	1	1	0	-1	1	111000--	0	1I	0	0	re1
3741	16	53	-1	1	-1	0	-1	3	010001--	0	1I	0	0	re1
3742	17	53	-1	-1	1	1	-1	3	001101--	0	1I	0	0	re1
3743	18	53	1	1	1	0	1	1	111010--	0	1I	0	0	re1
3744	19	53	1	1	1	0	-1	1	111000--	0	1I	0	0	re1
3745	20	53	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re1
3746	21	53	-1	1	-1	0	1	1	010010--	0	1I	0	0	re1
3747	22	53	1	1	1	0	1	1	111010-1	0	1I	0	1	re1
3748	23	53	1	-1	-1	0	-1	1	100000-1	0	1I	0	1	re1
3749	24	53	1	-1	-1	0	-1	1	100000-1	0	1I	0	1	re1
3750	25	53	1	-1	-1	0	1	2	100010-1	0	1I	0	1	re1
3751	1	53	1	1	1	1	1	5	111111--	0	2I	0	0	re1
3752	2	53	1	-1	-1	1	-1	4	100101--	0	2I	0	0	re1
3753	3	53	1	1	1	1	1	2	111110--	0	2I	0	0	re1
3754	4	53	-1	1	-1	0	-1	3	010001--	0	2I	0	0	re1
3755	5	53	1	1	1	0	1	3	111011--	0	2I	0	0	re1
3756	6	53	1	1	1	1	1	4	111111--	0	2I	0	0	re1
3757	7	53	1	1	1	1	-1	3	111101--	0	2I	0	0	re1
3758	8	53	1	-1	-1	1	-1	3	100101--	0	2I	0	0	re1
3759	9	53	-1	-1	1	0	-1	2	001000--	0	2I	0	0	re1
3760	10	53	-1	-1	1	0	1	2	001010--	0	2I	0	0	re1
3761	11	53	-1	1	-1	0	1	2	010010--	0	2I	0	0	re1
3762	12	53	1	1	1	0	-1	2	111000--	0	2I	0	0	re1
3763	13	53	1	1	1	0	-1	2	111000--	0	2I	0	0	re1
3764	14	53	1	1	1	1	1	3	111111--	0	2I	0	0	re1
3765	15	53	1	-1	-1	1	-1	3	10010111	0	2I	1	1	re1
3766	16	53	1	-1	-1	1	1	3	1001111-	0	2I	1	0	re1
3767	17	53	-1	-1	1	0	-1	2	001000--	0	2I	0	0	re1
3768	18	53	-1	-1	1	0	-1	3	001001--	0	2I	0	0	re1
3769	19	53	-1	-1	1	0	1	2	001010--	0	2I	0	0	re1
3770	20	53	-1	-1	1	1	-1	5	0011010-	0	2I	-1	0	re1
3771	21	53	-1	-1	1	0	-1	2	0010000-	0	2I	-1	0	re1
3772	22	53	-1	1	-1	0	1	1	0100100-	0	2I	-1	0	re1
3773	23	53	-1	-1	1	0	-1	2	0010000-	0	2I	-1	0	re1
3774	24	53	-1	-1	1	1	-1	3	00110100	0	2I	-1	-1	re1
3775	25	53	1	-1	-1	1	1	5	10011100	0	2I	-1	-1	re1
3776	1	53	1	1	1	1	1	2	111110--	0	3C	0	0	re1
3777	2	53	1	1	1	0	1	2	111010--	0	3C	0	0	re1
3778	3	53	1	-1	-1	1	-1	2	100100--	0	3C	0	0	re1
3779	4	53	1	1	1	0	1	2	111010--	0	3C	0	0	re1
3780	5	53	1	1	1	0	1	2	111010--	0	3C	0	0	re1
3781	6	53	1	1	1	0	-1	2	111000--	0	3C	0	0	re1
3782	7	53	1	1	1	0	1	2	111010--	0	3C	0	0	re1
3783	8	53	1	-1	-1	1	-1	2	100100--	0	3C	0	0	re1
3784	9	53	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re1
3785	10	53	-1	1	-1	0	1	2	010010--	0	3C	0	0	re1
3786	11	53	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re1
3787	12	53	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re1
3788	13	53	1	-1	-1	0	-1	1	100000--	0	3C	0	0	re1
3789	14	53	1	1	1	0	-1	1	111000--	0	3C	0	0	re1
3790	15	53	1	-1	-1	0	1	1	100010--	0	3C	0	0	re1
3791	16	53	-1	1	-1	0	1	1	010010--	0	3C	0	0	re1
3792	17	53	1	1	1	0	1	2	111010--	0	3C	0	0	re1
3793	18	53	1	1	1	1	1	2	111110--	0	3C	0	0	re1
3794	19	53	1	1	1	0	1	2	111010--	0	3C	0	0	re1
3795	20	53	1	1	1	1	1	2	111110--	0	3C	0	0	re1
3796	21	53	-1	-1	1	1	-1	2	001100--	0	3C	0	0	re1
3797	22	53	1	-1	-1	1	1	2	100110--	0	3C	0	0	re1
3798	23	53	-1	1	-1	1	-1	2	010100--	0	3C	0	0	re1
3799	24	53	1	-1	-1	0	1	1	100010--	0	3C	0	0	re1
3800	25	53	1	-1	-1	0	1	2	100010--	0	3C	0	0	re1
3826	1	54	1	1	1	0	-1	1	111000--	0	1I	0	0	re3
3827	2	54	1	1	1	0	-1	1	111000--	0	1I	0	0	re3
3828	3	54	-1	1	-1	0	-1	1	010000--	0	1I	0	0	re3
3829	4	54	-1	1	-1	0	-1	1	010000--	0	1I	0	0	re3
3830	5	54	-1	1	-1	0	-1	1	010000--	0	1I	0	0	re3
3831	6	54	-1	-1	1	0	-1	1	001000--	0	1I	0	0	re3
3832	7	54	-1	1	-1	0	-1	1	010000--	0	1I	0	0	re3
3833	8	54	1	1	1	0	1	1	111010--	0	1I	0	0	re3
3834	9	54	1	1	1	0	1	1	111010-1	0	1I	0	1	re3
3835	10	54	1	1	1	0	1	1	111010-1	0	1I	0	1	re3
3836	11	54	-1	1	-1	0	1	1	010010-1	0	1I	0	1	re3
3837	12	54	-1	-1	1	0	-1	1	001000-1	0	1I	0	1	re3
3838	13	54	-1	1	-1	0	1	1	010010-1	0	1I	0	1	re3
3839	14	54	-1	-1	1	0	1	1	001010-1	0	1I	0	1	re3
3840	15	54	1	1	1	0	-1	1	111000-1	0	1I	0	1	re3
3841	16	54	1	-1	-1	0	1	1	100010-1	0	1I	0	1	re3
3842	17	54	-1	-1	1	0	1	1	001010-1	0	1I	0	1	re3
3843	18	54	-1	1	-1	0	1	1	010010-1	0	1I	0	1	re3
3844	19	54	1	1	1	0	1	1	111010-1	0	1I	0	1	re3
3845	20	54	1	-1	-1	0	1	1	100010-1	0	1I	0	1	re3
3846	21	54	1	-1	-1	0	-1	1	100000-1	0	1I	0	1	re3
3847	22	54	-1	1	-1	0	1	1	010010-1	0	1I	0	1	re3
3848	23	54	1	1	1	0	1	1	111010-1	0	1I	0	1	re3
3849	24	54	1	-1	-1	0	1	1	100010-1	0	1I	0	1	re3
3850	25	54	1	-1	-1	0	-1	1	100000-1	0	1I	0	1	re3
3851	1	54	-1	1	-1	0	1	2	010010--	0	2I	0	0	re3
3852	2	54	-1	-1	1	0	-1	1	001000--	0	2I	0	0	re3
