id	round	user	decision	Market	result	Use of expert	Expert's guess	information_consulted	Key	Gender (1=f/0=m)	experiment	Mean 5 days	Mean all previous days	Age range
3853	3	54	1	1	1	0	1	1	111010--	0	2I	0	0	re3
3854	4	54	1	-1	-1	0	-1	1	100000--	0	2I	0	0	re3
3855	5	54	1	-1	-1	0	1	1	100010--	0	2I	0	0	re3
3856	6	54	1	1	1	0	-1	1	111000--	0	2I	0	0	re3
3857	7	54	1	-1	-1	0	1	1	100010--	0	2I	0	0	re3
3858	8	54	-1	-1	1	0	1	1	001010--	0	2I	0	0	re3
3859	9	54	1	-1	-1	0	-1	3	100001--	0	2I	0	0	re3
3860	10	54	-1	1	-1	0	-1	2	010000--	0	2I	0	0	re3
3861	11	54	1	-1	-1	0	-1	1	1000001-	0	2I	1	0	re3
3862	12	54	1	-1	-1	0	-1	1	100000--	0	2I	0	0	re3
3863	13	54	1	1	1	0	-1	1	111000--	0	2I	0	0	re3
3864	14	54	1	1	1	0	-1	1	111000--	0	2I	0	0	re3
3865	15	54	1	-1	-1	0	-1	1	100000--	0	2I	0	0	re3
3866	16	54	-1	1	-1	0	1	1	010010--	0	2I	0	0	re3
3867	17	54	1	-1	-1	0	-1	1	100000--	0	2I	0	0	re3
3868	18	54	1	1	1	0	-1	1	111000--	0	2I	0	0	re3
3869	19	54	1	-1	-1	0	-1	1	100000--	0	2I	0	0	re3
3870	20	54	-1	-1	1	0	1	1	00101000	0	2I	-1	-1	re3
3871	21	54	-1	-1	1	0	-1	1	00100000	0	2I	-1	-1	re3
3872	22	54	1	1	1	0	-1	1	11100000	0	2I	-1	-1	re3
3873	23	54	1	1	1	0	-1	1	11100000	0	2I	-1	-1	re3
3874	24	54	1	-1	-1	0	-1	1	100000-0	0	2I	0	-1	re3
3875	25	54	-1	-1	1	0	1	1	001010-0	0	2I	0	-1	re3
3876	1	54	1	1	1	0	-1	1	111000--	0	3I	0	0	re3
3877	2	54	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re3
3878	3	54	1	-1	-1	0	1	1	100010--	0	3I	0	0	re3
3879	4	54	1	1	1	0	1	1	111010--	0	3I	0	0	re3
3880	5	54	-1	1	-1	0	1	1	010010--	0	3I	0	0	re3
3881	6	54	-1	1	-1	0	1	1	010010--	0	3I	0	0	re3
3882	7	54	-1	-1	1	0	1	1	001010--	0	3I	0	0	re3
3883	8	54	1	-1	-1	0	1	1	100010--	0	3I	0	0	re3
3884	9	54	1	-1	-1	0	1	1	100010--	0	3I	0	0	re3
3885	10	54	1	-1	-1	0	1	1	100010--	0	3I	0	0	re3
3886	11	54	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re3
3887	12	54	1	1	1	0	-1	1	11100000	0	3I	-1	-1	re3
3888	13	54	1	1	1	0	-1	1	111000--	0	3I	0	0	re3
3889	14	54	1	1	1	0	1	1	111010--	0	3I	0	0	re3
3890	15	54	1	1	1	0	-1	1	111000--	0	3I	0	0	re3
3891	16	54	1	-1	-1	0	1	1	100010--	0	3I	0	0	re3
3892	17	54	1	-1	-1	0	1	1	100010--	0	3I	0	0	re3
3893	18	54	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re3
3894	19	54	1	1	1	0	-1	1	111000-0	0	3I	0	-1	re3
3895	20	54	1	-1	-1	0	1	1	100010--	0	3I	0	0	re3
3896	21	54	1	1	1	0	-1	1	111000--	0	3I	0	0	re3
3897	22	54	1	1	1	0	1	1	111010--	0	3I	0	0	re3
3898	23	54	1	1	1	0	-1	1	111000--	0	3I	0	0	re3
3899	24	54	1	1	1	0	1	1	111010--	0	3I	0	0	re3
3900	25	54	1	1	1	0	1	1	111010--	0	3I	0	0	re3
3926	1	55	-1	-1	1	1	-1	5	001101--	1	1I	0	0	re2
3927	2	55	-1	1	-1	1	-1	5	010101--	1	1I	0	0	re2
3928	3	55	1	-1	-1	1	1	3	100111--	1	1I	0	0	re2
3929	4	55	1	1	1	0	1	2	111010--	1	1I	0	0	re2
3930	5	55	1	1	1	0	1	2	111010--	1	1I	0	0	re2
3931	6	55	1	1	1	0	1	2	111010--	1	1I	0	0	re2
3932	7	55	1	1	1	0	1	2	111010--	1	1I	0	0	re2
3933	8	55	1	1	1	0	1	2	111010--	1	1I	0	0	re2
3934	9	55	-1	-1	1	0	-1	2	001000--	1	1I	0	0	re2
3935	10	55	-1	-1	1	0	1	2	001010--	1	1I	0	0	re2
3936	11	55	-1	1	-1	0	-1	2	010000--	1	1I	0	0	re2
3937	12	55	1	-1	-1	1	1	5	100111--	1	1I	0	0	re2
3938	13	55	-1	-1	1	0	1	3	001011--	1	1I	0	0	re2
3939	14	55	-1	-1	1	0	-1	2	001000--	1	1I	0	0	re2
3940	15	55	-1	1	-1	0	1	2	010010--	1	1I	0	0	re2
3941	16	55	1	-1	-1	0	1	3	100011--	1	1I	0	0	re2
3942	17	55	1	-1	-1	1	-1	5	100101--	1	1I	0	0	re2
3944	19	55	1	1	1	0	-1	2	111000--	1	1I	0	0	re2
3945	20	55	1	1	1	0	-1	3	111001--	1	1I	0	0	re2
3946	21	55	1	-1	-1	0	-1	2	100000--	1	1I	0	0	re2
3947	22	55	1	1	1	1	1	4	111111--	1	1I	0	0	re2
3948	23	55	-1	1	-1	0	-1	3	010001--	1	1I	0	0	re2
3949	24	55	1	-1	-1	1	-1	5	100101--	1	1I	0	0	re2
3950	25	55	1	-1	-1	0	-1	2	100000--	1	1I	0	0	re2
3951	1	55	1	1	1	0	-1	2	111000--	1	2I	0	0	re2
3952	2	55	1	-1	-1	1	-1	4	100101--	1	2I	0	0	re2
3953	3	55	1	-1	-1	1	1	4	100111--	1	2I	0	0	re2
3954	4	55	1	1	1	0	1	3	111011--	1	2I	0	0	re2
3955	5	55	1	1	1	0	1	2	111010--	1	2I	0	0	re2
3956	6	55	1	1	1	0	1	2	111010--	1	2I	0	0	re2
3957	7	55	1	-1	-1	0	1	2	100010--	1	2I	0	0	re2
3958	8	55	-1	-1	1	0	1	1	001010--	1	2I	0	0	re2
3959	9	55	-1	-1	1	0	1	4	001011--	1	2I	0	0	re2
3960	10	55	1	-1	-1	0	1	2	100010--	1	2I	0	0	re2
3961	11	55	-1	-1	1	0	-1	3	001001--	1	2I	0	0	re2
3962	12	55	-1	1	-1	0	-1	3	01000100	1	2I	-1	-1	re2
3963	13	55	1	1	1	1	-1	5	111101--	1	2I	0	0	re2
3964	14	55	1	1	1	0	1	4	111011--	1	2I	0	0	re2
3965	15	55	1	1	1	0	-1	2	111000--	1	2I	0	0	re2
3966	16	55	1	-1	-1	0	1	2	100010--	1	2I	0	0	re2
3967	17	55	1	-1	-1	0	1	2	100010--	1	2I	0	0	re2
3968	18	55	-1	-1	1	0	-1	2	001000--	1	2I	0	0	re2
3969	19	55	1	1	1	0	-1	2	111000-0	1	2I	0	-1	re2
3970	20	55	1	-1	-1	0	1	4	100011--	1	2I	0	0	re2
3971	21	55	1	1	1	0	-1	3	111001--	1	2I	0	0	re2
3972	22	55	1	1	1	0	1	3	111011--	1	2I	0	0	re2
3973	23	55	1	1	1	0	-1	3	111001--	1	2I	0	0	re2
3974	24	55	1	1	1	0	1	3	111011--	1	2I	0	0	re2
3975	25	55	1	1	1	0	1	3	111011--	1	2I	0	0	re2
3976	1	55	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
3977	2	55	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
3978	3	55	1	1	1	0	1	2	111010--	1	3I	0	0	re2
3979	4	55	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
3980	5	55	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
3981	6	55	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
3982	7	55	1	1	1	0	1	2	111010--	1	3I	0	0	re2
3983	8	55	1	-1	-1	0	1	2	100010--	1	3I	0	0	re2
3984	9	55	-1	-1	1	0	1	1	001010--	1	3I	0	0	re2
3985	10	55	-1	1	-1	0	1	1	010010--	1	3I	0	0	re2
3986	11	55	1	-1	-1	0	1	2	100010--	1	3I	0	0	re2
3987	12	55	1	-1	-1	0	-1	1	100000--	1	3I	0	0	re2
3988	13	55	1	-1	-1	0	-1	1	100000--	1	3I	0	0	re2
3989	14	55	1	1	1	0	1	2	111010--	1	3I	0	0	re2
3990	15	55	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re2
3991	16	55	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
3992	17	55	1	1	1	0	1	2	111010--	1	3I	0	0	re2
3993	18	55	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
3994	19	55	1	1	1	0	1	2	111010--	1	3I	0	0	re2
3995	20	55	1	-1	-1	0	1	2	100010--	1	3I	0	0	re2
3996	21	55	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
3997	22	55	1	1	1	0	-1	2	111000--	1	3I	0	0	re2
3998	23	55	1	1	1	0	1	1	111010--	1	3I	0	0	re2
3999	24	55	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
4000	25	55	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4026	1	56	1	-1	-1	0	-1	3	100001--	0	1I	0	0	re2
4027	2	56	-1	1	-1	1	-1	5	010101--	0	1I	0	0	re2
4028	3	56	1	1	1	1	-1	6	111101--	0	1I	0	0	re2
4029	4	56	1	1	1	1	-1	6	111101--	0	1I	0	0	re2
4030	5	56	1	1	1	1	1	5	111111--	0	1I	0	0	re2
4031	6	56	-1	1	-1	1	-1	5	010101--	0	1I	0	0	re2
4032	7	56	1	-1	-1	1	1	6	100111--	0	1I	0	0	re2
4033	8	56	1	-1	-1	1	-1	5	100101--	0	1I	0	0	re2
4034	9	56	-1	-1	1	1	1	7	001111--	0	1I	0	0	re2
4035	10	56	-1	1	-1	1	1	7	010111--	0	1I	0	0	re2
4036	11	56	1	1	1	1	-1	7	111101--	0	1I	0	0	re2
4037	12	56	-1	1	-1	1	-1	7	010101--	0	1I	0	0	re2
4038	13	56	1	1	1	1	-1	7	111101--	0	1I	0	0	re2
4039	14	56	1	1	1	1	1	7	111111--	0	1I	0	0	re2
4040	15	56	1	1	1	1	-1	7	111101--	0	1I	0	0	re2
4041	16	56	1	1	1	1	1	7	111111--	0	1I	0	0	re2
4042	17	56	1	1	1	1	-1	6	111101--	0	1I	0	0	re2
4043	18	56	1	-1	-1	1	-1	7	100101--	0	1I	0	0	re2
4044	19	56	-1	1	-1	1	1	7	010111--	0	1I	0	0	re2
4046	21	56	1	1	1	1	-1	6	111101--	0	1I	0	0	re2
4047	22	56	1	1	1	1	-1	6	111101--	0	1I	0	0	re2
4048	23	56	1	1	1	1	1	6	111111--	0	1I	0	0	re2
4049	24	56	1	1	1	1	1	6	111111--	0	1I	0	0	re2
4050	25	56	-1	1	-1	1	-1	7	010101--	0	1I	0	0	re2
4051	1	56	-1	1	-1	1	-1	6	010101--	0	2I	0	0	re2
4052	2	56	1	-1	-1	1	1	6	100111--	0	2I	0	0	re2
4053	3	56	1	-1	-1	1	-1	7	100101--	0	2I	0	0	re2
4054	4	56	1	-1	-1	1	1	7	100111--	0	2I	0	0	re2
4055	5	56	-1	1	-1	1	1	6	010111--	0	2I	0	0	re2
4056	6	56	1	1	1	0	1	1	111010--	0	2I	0	0	re2
4057	7	56	1	-1	-1	0	-1	1	100000--	0	2I	0	0	re2
4058	8	56	1	1	1	1	1	6	111111--	0	2I	0	0	re2
4059	9	56	-1	1	-1	1	1	4	010111--	0	2I	0	0	re2
4060	10	56	1	-1	-1	1	-1	6	100101--	0	2I	0	0	re2
4061	11	56	1	-1	-1	1	-1	6	100101--	0	2I	0	0	re2
4062	12	56	-1	-1	1	1	1	6	001111--	0	2I	0	0	re2
4063	13	56	1	1	1	1	-1	6	111101--	0	2I	0	0	re2
4064	14	56	1	-1	-1	1	1	6	100111--	0	2I	0	0	re2
4065	15	56	-1	-1	1	1	-1	5	0011010-	0	2I	-1	0	re2
4066	16	56	-1	1	-1	1	1	5	0101110-	0	2I	-1	0	re2
4067	17	56	-1	1	-1	1	1	6	010111--	0	2I	0	0	re2
4068	18	56	-1	-1	1	1	-1	6	001101--	0	2I	0	0	re2
4069	19	56	1	-1	-1	1	1	7	10011100	0	2I	-1	-1	re2
4070	20	56	-1	-1	1	1	-1	6	00110100	0	2I	-1	-1	re2
4071	21	56	-1	1	-1	1	1	5	010111-0	0	2I	0	-1	re2
4072	22	56	1	1	1	1	-1	6	111101-0	0	2I	0	-1	re2
4073	23	56	1	-1	-1	0	1	2	100010-0	0	2I	0	-1	re2
4074	24	56	1	-1	-1	0	-1	1	100000-0	0	2I	0	-1	re2
4075	25	56	-1	-1	1	0	-1	1	001000-0	0	2I	0	-1	re2
4076	1	56	-1	-1	1	0	1	2	001010--	0	3I	0	0	re2
4077	2	56	-1	-1	1	0	1	2	001010--	0	3I	0	0	re2
4078	3	56	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
4079	4	56	-1	1	-1	0	1	2	010010--	0	3I	0	0	re2
4080	5	56	1	-1	-1	1	1	2	100110--	0	3I	0	0	re2
4081	6	56	1	1	1	0	1	2	111010--	0	3I	0	0	re2
4082	7	56	1	1	1	1	-1	2	111100--	0	3I	0	0	re2
4083	8	56	1	1	1	0	1	2	111010--	0	3I	0	0	re2
4084	9	56	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
4085	10	56	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
4086	11	56	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re2
4087	12	56	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re2
4088	13	56	1	-1	-1	1	1	2	100110-0	0	3I	0	-1	re2
4089	14	56	1	-1	-1	0	1	2	100010-0	0	3I	0	-1	re2
4090	15	56	-1	-1	1	1	-1	2	001100-0	0	3I	0	-1	re2
4091	16	56	-1	1	-1	0	1	2	010010-0	0	3I	0	-1	re2
4092	17	56	1	1	1	0	-1	2	111000-0	0	3I	0	-1	re2
4093	18	56	1	-1	-1	0	-1	1	100000-0	0	3I	0	-1	re2
4094	19	56	1	1	1	0	1	2	111010-0	0	3I	0	-1	re2
4095	20	56	1	-1	-1	1	-1	2	100100-0	0	3I	0	-1	re2
4096	21	56	-1	-1	1	0	-1	1	001000-0	0	3I	0	-1	re2
4097	22	56	1	-1	-1	0	-1	1	100000-0	0	3I	0	-1	re2
4098	23	56	1	-1	-1	0	1	1	100010-0	0	3I	0	-1	re2
4099	24	56	1	-1	-1	0	1	1	100010-0	0	3I	0	-1	re2
4100	25	56	-1	1	-1	0	1	1	010010-0	0	3I	0	-1	re2
4126	1	57	1	1	1	1	1	4	111111--	1	1I	0	0	re2
4127	2	57	-1	-1	1	1	-1	4	001101--	1	1I	0	0	re2
4128	3	57	-1	1	-1	1	1	4	010111--	1	1I	0	0	re2
4129	4	57	-1	-1	1	1	-1	4	001101--	1	1I	0	0	re2
4130	5	57	-1	-1	1	1	-1	4	001101--	1	1I	0	0	re2
4131	6	57	1	1	1	1	1	6	111111--	1	1I	0	0	re2
4132	7	57	1	1	1	1	1	7	111111--	1	1I	0	0	re2
4133	8	57	1	-1	-1	1	1	7	100111--	1	1I	0	0	re2
4134	9	57	1	-1	-1	1	1	5	100111--	1	1I	0	0	re2
4135	10	57	1	1	1	1	1	7	111111--	1	1I	0	0	re2
4136	11	57	1	-1	-1	1	1	7	100111--	1	1I	0	0	re2
4137	12	57	-1	-1	1	1	-1	7	001101--	1	1I	0	0	re2
4138	13	57	-1	-1	1	1	-1	7	001101--	1	1I	0	0	re2
4139	14	57	1	1	1	1	1	7	111111--	1	1I	0	0	re2
4140	15	57	-1	1	-1	1	-1	7	010101--	1	1I	0	0	re2
4141	16	57	-1	-1	1	1	-1	7	001101--	1	1I	0	0	re2
4142	17	57	1	1	1	1	1	7	111111--	1	1I	0	0	re2
4143	18	57	-1	-1	1	1	-1	7	001101--	1	1I	0	0	re2
4144	19	57	1	1	1	1	1	7	111111--	1	1I	0	0	re2
4145	20	57	1	-1	-1	1	1	7	100111--	1	1I	0	0	re2
4146	21	57	-1	-1	1	1	-1	7	001101--	1	1I	0	0	re2
4147	22	57	-1	1	-1	1	-1	7	010101--	1	1I	0	0	re2
4148	23	57	1	1	1	1	1	7	111111--	1	1I	0	0	re2
4149	24	57	1	1	1	1	1	7	111111--	1	1I	0	0	re2
4150	25	57	1	1	1	1	1	6	111111--	1	1I	0	0	re2
4151	1	57	1	-1	-1	0	-1	3	100001--	1	2I	0	0	re2
4152	2	57	1	1	1	0	-1	3	111001--	1	2I	0	0	re2
4153	3	57	1	-1	-1	0	1	3	100011--	1	2I	0	0	re2
4154	4	57	-1	1	-1	0	1	3	010011--	1	2I	0	0	re2
4155	5	57	1	1	1	0	1	3	111011--	1	2I	0	0	re2
4156	6	57	1	1	1	0	1	3	111011--	1	2I	0	0	re2
4157	7	57	1	1	1	0	1	3	111011--	1	2I	0	0	re2
4158	8	57	1	1	1	0	1	3	111011--	1	2I	0	0	re2
4159	9	57	1	-1	-1	0	-1	3	100001--	1	2I	0	0	re2
4160	10	57	-1	-1	1	0	1	3	001011--	1	2I	0	0	re2
4161	11	57	-1	1	-1	0	-1	3	010001--	1	2I	0	0	re2
4162	12	57	1	-1	-1	0	1	3	100011--	1	2I	0	0	re2
4163	13	57	-1	-1	1	1	1	7	001111--	1	2I	0	0	re2
4164	14	57	-1	-1	1	1	-1	7	001101--	1	2I	0	0	re2
4165	15	57	-1	1	-1	1	1	7	010111--	1	2I	0	0	re2
4166	16	57	1	-1	-1	1	1	5	100111--	1	2I	0	0	re2
4167	17	57	-1	-1	1	1	-1	6	001101--	1	2I	0	0	re2
4168	18	57	-1	1	-1	1	-1	7	010101--	1	2I	0	0	re2
4169	19	57	-1	1	-1	1	-1	4	010101--	1	2I	0	0	re2
4170	20	57	-1	1	-1	1	-1	7	010101--	1	2I	0	0	re2
4171	21	57	1	-1	-1	1	-1	5	100101--	1	2I	0	0	re2
4172	22	57	1	1	1	1	1	7	111111--	1	2I	0	0	re2
4173	23	57	1	1	1	1	-1	7	111101--	1	2I	0	0	re2
4174	24	57	-1	-1	1	1	-1	7	001101--	1	2I	0	0	re2
4175	25	57	-1	-1	1	1	-1	7	001101--	1	2I	0	0	re2
4176	1	57	1	1	1	0	-1	2	111000--	1	3I	0	0	re2
4177	2	57	1	1	1	0	-1	2	111000--	1	3I	0	0	re2
4178	3	57	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4179	4	57	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
4180	5	57	1	1	1	0	-1	2	111000--	1	3I	0	0	re2
4181	6	57	1	1	1	0	-1	2	111000--	1	3I	0	0	re2
4182	7	57	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4183	8	57	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4184	9	57	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4185	10	57	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4186	11	57	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
4187	12	57	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4188	13	57	1	-1	-1	0	1	2	100010--	1	3I	0	0	re2
4189	14	57	-1	-1	1	0	1	2	001010--	1	3I	0	0	re2
4190	15	57	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
4191	16	57	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
4192	17	57	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4193	18	57	-1	-1	1	0	-1	2	001000--	1	3I	0	0	re2
4194	19	57	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re2
4195	20	57	-1	1	-1	1	-1	2	010100--	1	3I	0	0	re2
4196	21	57	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4197	22	57	1	-1	-1	1	1	2	100110--	1	3I	0	0	re2
4198	23	57	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4199	24	57	1	1	1	0	-1	2	111000--	1	3I	0	0	re2
4200	25	57	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4226	1	58	1	1	1	1	1	7	111111--	1	1C	0	0	re2
4227	2	58	1	1	1	1	1	4	111111--	1	1C	0	0	re2
4228	3	58	1	-1	-1	1	-1	4	100101--	1	1C	0	0	re2
4229	4	58	1	-1	-1	1	-1	3	100101--	1	1C	0	0	re2
4230	5	58	1	1	1	0	1	2	111010--	1	1C	0	0	re2
4231	6	58	-1	-1	1	1	-1	4	001101--	1	1C	0	0	re2
4232	7	58	-1	1	-1	1	-1	7	010101--	1	1C	0	0	re2
4233	8	58	1	1	1	1	1	4	111111--	1	1C	0	0	re2
4234	9	58	1	1	1	1	1	4	111111--	1	1C	0	0	re2
4235	10	58	1	-1	-1	1	1	4	100111--	1	1C	0	0	re2
4236	11	58	-1	-1	1	1	-1	5	001101--	1	1C	0	0	re2
4237	12	58	-1	1	-1	1	-1	4	010101--	1	1C	0	0	re2
4238	13	58	-1	-1	1	1	-1	4	001101--	1	1C	0	0	re2
4239	14	58	-1	-1	1	1	1	5	001111--	1	1C	0	0	re2
4240	15	58	-1	-1	1	1	-1	4	001101--	1	1C	0	0	re2
4241	16	58	-1	-1	1	1	-1	4	001101--	1	1C	0	0	re2
4242	17	58	1	1	1	1	1	3	111111--	1	1C	0	0	re2
4243	18	58	1	-1	-1	1	-1	3	100101--	1	1C	0	0	re2
4244	19	58	1	-1	-1	1	1	4	100111--	1	1C	0	0	re2
4245	20	58	-1	-1	1	1	-1	4	001101--	1	1C	0	0	re2
4246	21	58	-1	-1	1	1	1	3	001111--	1	1C	0	0	re2
4247	22	58	1	-1	-1	1	1	4	100111--	1	1C	0	0	re2
4248	23	58	-1	1	-1	1	1	4	010111-0	1	1C	0	-1	re2
4249	24	58	-1	1	-1	1	1	3	010111--	1	1C	0	0	re2
4250	25	58	1	-1	-1	1	1	3	100111--	1	1C	0	0	re2
4251	1	58	1	1	1	0	1	1	111010--	1	2C	0	0	re2
4252	2	58	1	1	1	0	1	1	111010--	1	2C	0	0	re2
4253	3	58	1	1	1	0	-1	1	111000--	1	2C	0	0	re2
4254	4	58	1	1	1	0	1	1	111010--	1	2C	0	0	re2
4255	5	58	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re2
4256	6	58	-1	1	-1	0	1	1	010010--	1	2C	0	0	re2
4257	7	58	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
4258	8	58	-1	1	-1	0	1	1	010010--	1	2C	0	0	re2
4259	9	58	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
4260	10	58	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re2
4261	11	58	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
4262	12	58	1	1	1	0	-1	1	111000--	1	2C	0	0	re2
4263	13	58	1	1	1	0	-1	1	111000--	1	2C	0	0	re2
4264	14	58	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re2
4265	15	58	1	1	1	0	-1	1	111000--	1	2C	0	0	re2
4266	16	58	1	1	1	0	-1	1	111000--	1	2C	0	0	re2
4267	17	58	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
4268	18	58	1	1	1	0	1	1	111010--	1	2C	0	0	re2
4269	19	58	1	1	1	0	-1	1	111000--	1	2C	0	0	re2
4270	20	58	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
4271	21	58	-1	1	-1	0	1	1	010010--	1	2C	0	0	re2
4272	22	58	1	1	1	0	1	1	111010-1	1	2C	0	1	re2
4273	23	58	1	-1	-1	0	-1	1	100000-1	1	2C	0	1	re2
4274	24	58	-1	-1	1	0	-1	1	001000-1	1	2C	0	1	re2
4275	25	58	-1	-1	1	0	1	1	001010-1	1	2C	0	1	re2
4276	1	58	-1	-1	1	1	-1	2	001100--	1	3I	0	0	re2
4277	2	58	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re2
4278	3	58	1	-1	-1	1	1	2	100110--	1	3I	0	0	re2
4279	4	58	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4280	5	58	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4281	6	58	1	1	1	1	1	2	111110--	1	3I	0	0	re2
4282	7	58	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4283	8	58	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4284	9	58	-1	-1	1	0	-1	2	001000--	1	3I	0	0	re2
4285	10	58	-1	-1	1	0	1	2	001010--	1	3I	0	0	re2
4286	11	58	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re2
4287	12	58	-1	-1	1	0	1	2	001010--	1	3I	0	0	re2
4288	13	58	-1	-1	1	0	1	2	001010--	1	3I	0	0	re2
4289	14	58	-1	-1	1	0	-1	2	001000--	1	3I	0	0	re2
4290	15	58	-1	1	-1	0	1	2	010010--	1	3I	0	0	re2
4291	16	58	-1	-1	1	0	1	2	001010--	1	3I	0	0	re2
4292	17	58	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4293	18	58	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re2
4294	19	58	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re2
4295	20	58	1	1	1	0	-1	2	111000--	1	3I	0	0	re2
4296	21	58	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4297	22	58	1	1	1	0	1	2	111010--	1	3I	0	0	re2
4298	23	58	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re2
4299	24	58	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4300	25	58	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re2
4326	1	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4327	2	59	-1	1	-1	1	1	5	010111--	0	1C	0	0	re3
4328	3	59	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re3
4329	4	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4330	5	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4331	6	59	1	1	1	1	-1	5	111101--	0	1C	0	0	re3
4332	7	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4333	8	59	1	-1	-1	1	-1	5	100101--	0	1C	0	0	re3
4334	9	59	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re3
4335	10	59	-1	1	-1	1	1	5	010111--	0	1C	0	0	re3
4336	11	59	1	1	1	1	-1	5	111101--	0	1C	0	0	re3
4337	12	59	1	-1	-1	1	-1	5	100101--	0	1C	0	0	re3
4338	13	59	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re3
4339	14	59	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re3
4340	15	59	1	-1	-1	1	1	5	100111--	0	1C	0	0	re3
4341	16	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4342	17	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4343	18	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4344	19	59	1	1	1	1	1	5	111111--	0	1C	0	0	re3
4345	20	59	-1	1	-1	1	1	5	010111--	0	1C	0	0	re3
4346	21	59	1	-1	-1	1	-1	5	100101--	0	1C	0	0	re3
4347	22	59	-1	-1	1	1	1	5	001111--	0	1C	0	0	re3
4348	23	59	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re3
4349	24	59	1	-1	-1	1	1	5	100111--	0	1C	0	0	re3
4350	25	59	1	-1	-1	1	1	5	100111--	0	1C	0	0	re3
4351	1	59	-1	-1	1	0	1	1	001010--	0	2C	0	0	re3
4352	2	59	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re3
4353	3	59	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re3
4354	4	59	1	1	1	0	-1	1	111000--	0	2C	0	0	re3
4355	5	59	1	1	1	0	1	1	111010--	0	2C	0	0	re3
